clip_id,label,signer,filename,frames,n_frames,pose_rate,lh_rate,rh_rate,face_rate,any_hand_rate,both_hand_rate
baba__Britney_036,baba,Britney,Britney_036.mp4,38,38,1.0,0.34210526315789475,0.7105263157894737,1.0,0.7105263157894737,0.34210526315789475
baba__Britney_037,baba,Britney,Britney_037.mp4,22,22,1.0,0.7272727272727273,0.5454545454545454,1.0,0.7272727272727273,0.5454545454545454
baba__Britney_038,baba,Britney,Britney_038.mp4,23,23,1.0,0.5652173913043478,0.5652173913043478,1.0,0.5652173913043478,0.5652173913043478
baba__Britney_039,baba,Britney,Britney_039.mp4,29,29,1.0,0.5862068965517241,0.5172413793103449,1.0,0.5862068965517241,0.5172413793103449
baba__Britney_040,baba,Britney,Britney_040.mp4,21,21,1.0,0.7142857142857143,0.6666666666666666,1.0,0.7142857142857143,0.6666666666666666
baba__Britney_041,baba,Britney,Britney_041.mp4,23,23,1.0,0.8695652173913043,0.8695652173913043,1.0,0.8695652173913043,0.8695652173913043
baba__Britney_042,baba,Britney,Britney_042.mp4,16,16,1.0,0.875,0.75,1.0,0.875,0.75
baba__Britney_043,baba,Britney,Britney_043.mp4,21,21,1.0,0.9047619047619048,0.5238095238095238,1.0,0.9047619047619048,0.5238095238095238
baba__Britney_044,baba,Britney,Britney_044.mp4,18,18,1.0,0.8888888888888888,0.5555555555555556,1.0,0.8888888888888888,0.5555555555555556
baba__Britney_045,baba,Britney,Britney_045.mp4,24,24,1.0,0.9583333333333334,0.3333333333333333,1.0,0.9583333333333334,0.3333333333333333
baba__Britney_046,baba,Britney,Britney_046.mp4,35,35,1.0,0.7714285714285715,0.6,1.0,0.7714285714285715,0.6
baba__Britney_047,baba,Britney,Britney_047.mp4,26,26,1.0,1.0,0.6538461538461539,1.0,1.0,0.6538461538461539
baba__Britney_048,baba,Britney,Britney_048.mp4,25,25,1.0,0.96,0.84,1.0,0.96,0.84
baba__Britney_049,baba,Britney,Britney_049.mp4,22,22,1.0,0.5909090909090909,0.5909090909090909,1.0,0.5909090909090909,0.5909090909090909
baba__Britney_050,baba,Britney,Britney_050.mp4,22,22,1.0,0.7272727272727273,0.8181818181818182,1.0,0.8181818181818182,0.7272727272727273
baba__Britney_051,baba,Britney,Britney_051.mp4,35,35,1.0,0.8571428571428571,0.6571428571428571,1.0,0.8571428571428571,0.6571428571428571
baba__Britney_052,baba,Britney,Britney_052.mp4,17,17,1.0,0.9411764705882353,0.47058823529411764,1.0,0.9411764705882353,0.47058823529411764
baba__Britney_053,baba,Britney,Britney_053.mp4,18,18,1.0,0.6111111111111112,0.5555555555555556,1.0,0.6111111111111112,0.5555555555555556
baba__Britney_054,baba,Britney,Britney_054.mp4,16,16,1.0,0.1875,0.25,1.0,0.25,0.1875
baba__Britney_055,baba,Britney,Britney_055.mp4,18,18,1.0,0.16666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.16666666666666666
baba__Britney_056,baba,Britney,Britney_056.mp4,20,20,1.0,0.65,0.45,1.0,0.65,0.45
baba__Britney_057,baba,Britney,Britney_057.mp4,24,24,1.0,0.7916666666666666,0.5,1.0,0.7916666666666666,0.5
baba__Britney_058,baba,Britney,Britney_058.mp4,25,25,1.0,0.64,0.68,1.0,0.68,0.64
baba__Britney_059,baba,Britney,Britney_059.mp4,25,25,1.0,0.72,0.92,1.0,0.92,0.72
baba__Britney_060,baba,Britney,Britney_060.mp4,25,25,1.0,0.96,0.72,1.0,0.96,0.72
baba__Grace_001,baba,Grace,Grace_001.mp4,21,21,1.0,0.42857142857142855,0.38095238095238093,1.0,0.42857142857142855,0.38095238095238093
baba__Grace_002,baba,Grace,Grace_002.mp4,23,23,1.0,0.5652173913043478,0.2608695652173913,1.0,0.5652173913043478,0.2608695652173913
baba__Grace_003,baba,Grace,Grace_003.mp4,17,17,1.0,0.17647058823529413,0.11764705882352941,1.0,0.17647058823529413,0.11764705882352941
baba__Grace_004,baba,Grace,Grace_004.mp4,22,22,1.0,0.36363636363636365,0.18181818181818182,1.0,0.36363636363636365,0.18181818181818182
baba__Grace_005,baba,Grace,Grace_005.mp4,25,25,1.0,0.32,0.12,1.0,0.32,0.12
baba__Grace_006,baba,Grace,Grace_006.mp4,25,25,1.0,0.08,0.36,1.0,0.36,0.08
baba__Grace_007,baba,Grace,Grace_007.mp4,28,28,1.0,0.0,0.10714285714285714,1.0,0.10714285714285714,0.0
baba__Grace_008,baba,Grace,Grace_008.mp4,19,19,1.0,0.631578947368421,0.10526315789473684,1.0,0.631578947368421,0.10526315789473684
baba__Grace_009,baba,Grace,Grace_009.mp4,23,23,1.0,0.08695652173913043,0.08695652173913043,1.0,0.08695652173913043,0.08695652173913043
baba__Grace_010,baba,Grace,Grace_010.mp4,16,16,1.0,0.25,0.375,1.0,0.375,0.25
baba__Grace_011,baba,Grace,Grace_011.mp4,31,31,1.0,0.25806451612903225,0.12903225806451613,1.0,0.25806451612903225,0.12903225806451613
baba__Grace_012,baba,Grace,Grace_012.mp4,23,23,1.0,0.5652173913043478,0.2608695652173913,1.0,0.5652173913043478,0.2608695652173913
baba__Grace_014,baba,Grace,Grace_014.mp4,17,17,1.0,0.0,0.35294117647058826,1.0,0.35294117647058826,0.0
baba__Grace_015,baba,Grace,Grace_015.mp4,22,22,1.0,0.45454545454545453,0.3181818181818182,1.0,0.45454545454545453,0.3181818181818182
baba__Grace_016,baba,Grace,Grace_016.mp4,41,41,1.0,0.24390243902439024,0.0975609756097561,1.0,0.24390243902439024,0.0975609756097561
baba__Grace_017,baba,Grace,Grace_017.mp4,35,35,1.0,0.4857142857142857,0.22857142857142856,1.0,0.4857142857142857,0.22857142857142856
baba__Grace_018,baba,Grace,Grace_018.mp4,26,26,1.0,0.038461538461538464,0.3076923076923077,1.0,0.3076923076923077,0.038461538461538464
baba__Grace_019,baba,Grace,Grace_019.mp4,23,23,1.0,0.5652173913043478,0.5217391304347826,1.0,0.5652173913043478,0.5217391304347826
baba__Grace_020,baba,Grace,Grace_020.mp4,28,28,1.0,0.0,0.6785714285714286,1.0,0.6785714285714286,0.0
baba__Grace_021,baba,Grace,Grace_021.mp4,21,21,1.0,0.047619047619047616,0.38095238095238093,1.0,0.38095238095238093,0.047619047619047616
baba__Grace_022,baba,Grace,Grace_022.mp4,37,37,1.0,0.43243243243243246,0.32432432432432434,1.0,0.43243243243243246,0.32432432432432434
baba__Grace_023,baba,Grace,Grace_023.mp4,29,29,1.0,0.7586206896551724,0.13793103448275862,1.0,0.7586206896551724,0.13793103448275862
baba__Grace_024,baba,Grace,Grace_024.mp4,33,33,1.0,0.5454545454545454,0.15151515151515152,1.0,0.5454545454545454,0.15151515151515152
baba__Grace_025,baba,Grace,Grace_025.mp4,30,30,1.0,0.0,0.2,1.0,0.2,0.0
baba__Grace_026,baba,Grace,Grace_026.mp4,48,48,1.0,0.75,0.20833333333333334,1.0,0.75,0.20833333333333334
baba__Grace_027,baba,Grace,Grace_027.mp4,37,37,1.0,0.918918918918919,0.2702702702702703,1.0,0.918918918918919,0.2702702702702703
baba__Grace_028,baba,Grace,Grace_028.mp4,20,20,1.0,0.0,0.25,1.0,0.25,0.0
baba__Grace_029,baba,Grace,Grace_029.mp4,30,30,1.0,0.4,0.3,1.0,0.4,0.3
baba__Grace_030,baba,Grace,Grace_030.mp4,30,30,1.0,0.5,0.03333333333333333,1.0,0.5,0.03333333333333333
baba__Grace_031,baba,Grace,Grace_031.mp4,24,24,1.0,0.3333333333333333,0.16666666666666666,1.0,0.3333333333333333,0.16666666666666666
baba__Grace_032,baba,Grace,Grace_032.mp4,31,31,1.0,0.3225806451612903,0.3548387096774194,1.0,0.3548387096774194,0.3225806451612903
baba__Grace_033,baba,Grace,Grace_033.mp4,34,34,1.0,0.4411764705882353,0.14705882352941177,1.0,0.4411764705882353,0.14705882352941177
baba__Grace_034,baba,Grace,Grace_034.mp4,34,34,1.0,0.9117647058823529,0.5,1.0,0.9117647058823529,0.5
baba__Grace_035,baba,Grace,Grace_035.mp4,31,31,1.0,0.41935483870967744,0.1935483870967742,1.0,0.41935483870967744,0.1935483870967742
baba__Grace_036,baba,Grace,Grace_036.mp4,36,36,1.0,0.4722222222222222,0.16666666666666666,1.0,0.4722222222222222,0.16666666666666666
baba__Grace_037,baba,Grace,Grace_037.mp4,32,32,1.0,0.53125,0.03125,1.0,0.53125,0.03125
baba__Grace_038,baba,Grace,Grace_038.mp4,27,27,1.0,0.6296296296296297,0.2222222222222222,1.0,0.6296296296296297,0.2222222222222222
baba__Grace_039,baba,Grace,Grace_039.mp4,21,21,1.0,0.8571428571428571,0.047619047619047616,1.0,0.8571428571428571,0.047619047619047616
baba__Grace_040,baba,Grace,Grace_040.mp4,32,32,1.0,0.53125,0.0625,1.0,0.53125,0.0625
baba__Grace_041,baba,Grace,Grace_041.mp4,24,24,1.0,0.08333333333333333,0.16666666666666666,1.0,0.16666666666666666,0.08333333333333333
baba__Grace_042,baba,Grace,Grace_042.mp4,33,33,1.0,0.06060606060606061,0.42424242424242425,1.0,0.42424242424242425,0.06060606060606061
baba__Grace_043,baba,Grace,Grace_043.mp4,32,32,1.0,0.59375,0.1875,1.0,0.59375,0.1875
baba__Grace_044,baba,Grace,Grace_044.mp4,24,24,1.0,0.08333333333333333,0.08333333333333333,1.0,0.08333333333333333,0.08333333333333333
baba__Grace_045,baba,Grace,Grace_045.mp4,29,29,1.0,0.5862068965517241,0.06896551724137931,1.0,0.5862068965517241,0.06896551724137931
baba__Grace_046,baba,Grace,Grace_046.mp4,38,38,1.0,0.42105263157894735,0.18421052631578946,1.0,0.42105263157894735,0.18421052631578946
baba__Grace_047,baba,Grace,Grace_047.mp4,25,25,1.0,0.52,0.32,1.0,0.52,0.32
baba__Grace_048,baba,Grace,Grace_048.mp4,33,33,1.0,0.0,0.12121212121212122,1.0,0.12121212121212122,0.0
baba__Grace_049,baba,Grace,Grace_049.mp4,26,26,1.0,0.38461538461538464,0.2692307692307692,1.0,0.38461538461538464,0.2692307692307692
baba__Grace_050,baba,Grace,Grace_050.mp4,25,25,1.0,0.6,0.28,1.0,0.6,0.28
baba__Grace_051,baba,Grace,Grace_051.mp4,24,24,1.0,0.5833333333333334,0.4166666666666667,1.0,0.5833333333333334,0.4166666666666667
baba__Grace_052,baba,Grace,Grace_052.mp4,30,30,1.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333
baba__Grace_053,baba,Grace,Grace_053.mp4,26,26,1.0,0.3076923076923077,0.3076923076923077,1.0,0.3076923076923077,0.3076923076923077
baba__Grace_054,baba,Grace,Grace_054.mp4,34,34,1.0,0.4117647058823529,0.20588235294117646,1.0,0.4117647058823529,0.20588235294117646
baba__Grace_055,baba,Grace,Grace_055.mp4,19,19,1.0,0.47368421052631576,0.2631578947368421,1.0,0.47368421052631576,0.2631578947368421
baba__Grace_056,baba,Grace,Grace_056.mp4,32,32,1.0,0.90625,0.0625,1.0,0.90625,0.0625
baba__Grace_057,baba,Grace,Grace_057.mp4,29,29,1.0,0.10344827586206896,0.06896551724137931,1.0,0.10344827586206896,0.06896551724137931
baba__Grace_058,baba,Grace,Grace_058.mp4,28,28,1.0,0.17857142857142858,0.10714285714285714,1.0,0.17857142857142858,0.10714285714285714
baba__Grace_059,baba,Grace,Grace_059.mp4,22,22,1.0,0.18181818181818182,0.2727272727272727,1.0,0.2727272727272727,0.18181818181818182
baba__Grace_060,baba,Grace,Grace_060.mp4,32,32,1.0,0.3125,0.125,1.0,0.3125,0.125
baba__Grace_061,baba,Grace,Grace_061.mp4,20,20,1.0,0.45,0.55,1.0,0.55,0.45
habari__Britney_001,habari,Britney,Britney_001.mp4,25,25,1.0,0.0,0.04,1.0,0.04,0.0
habari__Britney_002,habari,Britney,Britney_002.mp4,17,17,1.0,0.0,0.29411764705882354,1.0,0.29411764705882354,0.0
habari__Britney_003,habari,Britney,Britney_003.mp4,24,24,1.0,0.0,0.25,1.0,0.25,0.0
habari__Britney_004,habari,Britney,Britney_004.mp4,25,25,1.0,0.0,0.16,1.0,0.16,0.0
habari__Britney_005,habari,Britney,Britney_005.mp4,28,28,1.0,0.0,0.17857142857142858,1.0,0.17857142857142858,0.0
habari__Britney_006,habari,Britney,Britney_006.mp4,29,29,1.0,0.0,0.10344827586206896,1.0,0.10344827586206896,0.0
habari__Britney_007,habari,Britney,Britney_007.mp4,35,35,1.0,0.0,0.3142857142857143,1.0,0.3142857142857143,0.0
habari__Britney_008,habari,Britney,Britney_008.mp4,36,36,1.0,0.027777777777777776,0.19444444444444445,1.0,0.19444444444444445,0.027777777777777776
habari__Britney_009,habari,Britney,Britney_009.mp4,28,28,1.0,0.0,0.25,1.0,0.25,0.0
habari__Britney_010,habari,Britney,Britney_010.mp4,28,28,1.0,0.0,0.2857142857142857,1.0,0.2857142857142857,0.0
habari__Britney_011,habari,Britney,Britney_011.mp4,19,19,1.0,0.0,0.3684210526315789,1.0,0.3684210526315789,0.0
habari__Britney_012,habari,Britney,Britney_012.mp4,36,36,1.0,0.027777777777777776,0.25,1.0,0.25,0.027777777777777776
habari__Britney_013,habari,Britney,Britney_013.mp4,27,27,1.0,0.0,0.4074074074074074,1.0,0.4074074074074074,0.0
habari__Britney_014,habari,Britney,Britney_014.mp4,34,34,1.0,0.029411764705882353,0.2647058823529412,1.0,0.2647058823529412,0.029411764705882353
habari__Britney_015,habari,Britney,Britney_015.mp4,31,31,1.0,0.03225806451612903,0.25806451612903225,1.0,0.25806451612903225,0.03225806451612903
habari__Britney_016,habari,Britney,Britney_016.mp4,29,29,1.0,0.0,0.2413793103448276,1.0,0.2413793103448276,0.0
habari__Britney_017,habari,Britney,Britney_017.mp4,31,31,1.0,0.0,0.2903225806451613,1.0,0.2903225806451613,0.0
habari__Britney_018,habari,Britney,Britney_018.mp4,24,24,1.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0
habari__Britney_019,habari,Britney,Britney_019.mp4,32,32,1.0,0.0,0.34375,1.0,0.34375,0.0
habari__Britney_020,habari,Britney,Britney_020.mp4,50,50,1.0,0.0,0.24,1.0,0.24,0.0
habari__Britney_021,habari,Britney,Britney_021.mp4,30,30,1.0,0.03333333333333333,0.26666666666666666,1.0,0.26666666666666666,0.03333333333333333
habari__Britney_022,habari,Britney,Britney_022.mp4,34,34,1.0,0.058823529411764705,0.2647058823529412,1.0,0.2647058823529412,0.058823529411764705
habari__Britney_023,habari,Britney,Britney_023.mp4,31,31,1.0,0.0967741935483871,0.41935483870967744,1.0,0.41935483870967744,0.0967741935483871
habari__Britney_024,habari,Britney,Britney_024.mp4,35,35,1.0,0.0,0.17142857142857143,1.0,0.17142857142857143,0.0
habari__Britney_025,habari,Britney,Britney_025.mp4,34,34,1.0,0.058823529411764705,0.08823529411764706,1.0,0.08823529411764706,0.058823529411764705
habari__Britney_026,habari,Britney,Britney_026.mp4,33,33,1.0,0.06060606060606061,0.2727272727272727,1.0,0.2727272727272727,0.06060606060606061
habari__Britney_027,habari,Britney,Britney_027.mp4,29,29,1.0,0.0,0.034482758620689655,1.0,0.034482758620689655,0.0
habari__Britney_028,habari,Britney,Britney_028.mp4,33,33,1.0,0.0,0.09090909090909091,1.0,0.09090909090909091,0.0
habari__Britney_029,habari,Britney,Britney_029.mp4,35,35,1.0,0.0,0.2857142857142857,1.0,0.2857142857142857,0.0
habari__Britney_030,habari,Britney,Britney_030.mp4,36,36,1.0,0.0,0.25,1.0,0.25,0.0
habari__Britney_031,habari,Britney,Britney_031.mp4,25,25,1.0,0.0,0.32,1.0,0.32,0.0
habari__Britney_032,habari,Britney,Britney_032.mp4,32,32,1.0,0.0,0.25,1.0,0.25,0.0
habari__Britney_033,habari,Britney,Britney_033.mp4,35,35,1.0,0.0,0.2571428571428571,1.0,0.2571428571428571,0.0
habari__Britney_034,habari,Britney,Britney_034.mp4,29,29,1.0,0.0,0.27586206896551724,1.0,0.27586206896551724,0.0
habari__Britney_035,habari,Britney,Britney_035.mp4,33,33,1.0,0.0,0.21212121212121213,1.0,0.21212121212121213,0.0
habari__Britney_036,habari,Britney,Britney_036.mp4,36,36,1.0,0.0,0.25,1.0,0.25,0.0
habari__Britney_037,habari,Britney,Britney_037.mp4,31,31,1.0,0.0,0.22580645161290322,1.0,0.22580645161290322,0.0
habari__Britney_038,habari,Britney,Britney_038.mp4,34,34,1.0,0.0,0.2647058823529412,1.0,0.2647058823529412,0.0
habari__Britney_039,habari,Britney,Britney_039.mp4,40,40,1.0,0.0,0.225,1.0,0.225,0.0
habari__Britney_041,habari,Britney,Britney_041.mp4,40,40,1.0,0.15,0.65,1.0,0.65,0.15
habari__Britney_042,habari,Britney,Britney_042.mp4,28,28,1.0,0.10714285714285714,0.42857142857142855,1.0,0.42857142857142855,0.10714285714285714
habari__Britney_043,habari,Britney,Britney_043.mp4,23,23,1.0,0.43478260869565216,0.43478260869565216,1.0,0.43478260869565216,0.43478260869565216
habari__Britney_044,habari,Britney,Britney_044.mp4,26,26,1.0,0.8461538461538461,0.8846153846153846,0.9615384615384616,0.8846153846153846,0.8461538461538461
habari__Britney_045,habari,Britney,Britney_045.mp4,16,16,1.0,0.375,0.5,1.0,0.5,0.375
habari__Britney_046,habari,Britney,Britney_046.mp4,20,20,1.0,0.7,0.8,1.0,0.8,0.7
habari__Britney_047,habari,Britney,Britney_047.mp4,26,26,1.0,0.5,0.9230769230769231,1.0,0.9230769230769231,0.5
habari__Britney_048,habari,Britney,Britney_048.mp4,25,25,1.0,0.56,0.92,1.0,0.92,0.56
habari__Britney_049,habari,Britney,Britney_049.mp4,29,29,1.0,0.4482758620689655,0.896551724137931,1.0,0.896551724137931,0.4482758620689655
habari__Britney_050,habari,Britney,Britney_050.mp4,24,24,1.0,0.5,0.8333333333333334,1.0,0.8333333333333334,0.5
habari__Britney_051,habari,Britney,Britney_051.mp4,28,28,1.0,0.25,0.7142857142857143,1.0,0.7142857142857143,0.25
habari__Britney_052,habari,Britney,Britney_052.mp4,23,23,1.0,0.43478260869565216,0.8260869565217391,1.0,0.8260869565217391,0.43478260869565216
habari__Britney_053,habari,Britney,Britney_053.mp4,26,26,1.0,0.4230769230769231,0.8461538461538461,1.0,0.8461538461538461,0.4230769230769231
habari__Britney_054,habari,Britney,Britney_054.mp4,26,26,1.0,0.38461538461538464,0.8076923076923077,1.0,0.8076923076923077,0.38461538461538464
habari__Britney_055,habari,Britney,Britney_055.mp4,23,23,1.0,0.43478260869565216,0.6521739130434783,1.0,0.6521739130434783,0.43478260869565216
habari__Britney_056,habari,Britney,Britney_056.mp4,24,24,1.0,0.4166666666666667,0.7916666666666666,1.0,0.7916666666666666,0.4166666666666667
habari__Britney_057,habari,Britney,Britney_057.mp4,17,17,1.0,0.47058823529411764,0.7058823529411765,1.0,0.7058823529411765,0.47058823529411764
habari__Britney_058,habari,Britney,Britney_058.mp4,25,25,1.0,0.36,0.84,1.0,0.84,0.36
habari__Britney_059,habari,Britney,Britney_059.mp4,26,26,1.0,0.5,0.7692307692307693,1.0,0.7692307692307693,0.5
habari__Britney_060,habari,Britney,Britney_060.mp4,25,25,1.0,0.52,0.76,1.0,0.76,0.52
habari__Grace_001,habari,Grace,Grace_001.mp4,64,64,1.0,0.015625,0.015625,1.0,0.015625,0.015625
habari__Grace_002,habari,Grace,Grace_002.mp4,24,24,1.0,0.041666666666666664,0.20833333333333334,1.0,0.20833333333333334,0.041666666666666664
habari__Grace_003,habari,Grace,Grace_003.mp4,29,29,1.0,0.0,0.034482758620689655,1.0,0.034482758620689655,0.0
habari__Grace_004,habari,Grace,Grace_004.mp4,59,59,1.0,0.1016949152542373,0.0,1.0,0.1016949152542373,0.0
habari__Grace_005,habari,Grace,Grace_005.mp4,34,34,1.0,0.0,0.0,1.0,0.0,0.0
habari__Grace_006,habari,Grace,Grace_006.mp4,32,32,1.0,0.03125,0.0,1.0,0.03125,0.0
habari__Grace_007,habari,Grace,Grace_007.mp4,29,29,1.0,0.0,0.06896551724137931,1.0,0.06896551724137931,0.0
habari__Grace_008,habari,Grace,Grace_008.mp4,31,31,1.0,0.03225806451612903,0.0,1.0,0.03225806451612903,0.0
habari__Grace_009,habari,Grace,Grace_009.mp4,24,24,1.0,0.08333333333333333,0.0,1.0,0.08333333333333333,0.0
habari__Grace_010,habari,Grace,Grace_010.mp4,28,28,1.0,0.07142857142857142,0.03571428571428571,1.0,0.07142857142857142,0.03571428571428571
habari__Grace_011,habari,Grace,Grace_011.mp4,24,24,1.0,0.08333333333333333,0.0,1.0,0.08333333333333333,0.0
habari__Grace_012,habari,Grace,Grace_012.mp4,27,27,1.0,0.037037037037037035,0.0,1.0,0.037037037037037035,0.0
habari__Grace_014,habari,Grace,Grace_014.mp4,28,28,1.0,0.0,0.0,1.0,0.0,0.0
habari__Grace_015,habari,Grace,Grace_015.mp4,28,28,1.0,0.0,0.0,1.0,0.0,0.0
habari__Grace_016,habari,Grace,Grace_016.mp4,23,23,1.0,0.0,0.13043478260869565,1.0,0.13043478260869565,0.0
habari__Grace_017,habari,Grace,Grace_017.mp4,21,21,1.0,0.0,0.0,1.0,0.0,0.0
habari__Grace_018,habari,Grace,Grace_018.mp4,25,25,1.0,0.0,0.16,1.0,0.16,0.0
habari__Grace_019,habari,Grace,Grace_019.mp4,32,32,1.0,0.03125,0.03125,1.0,0.03125,0.03125
habari__Grace_020,habari,Grace,Grace_020.mp4,20,20,1.0,0.0,0.05,1.0,0.05,0.0
habari__Grace_021,habari,Grace,Grace_021.mp4,26,26,1.0,0.0,0.11538461538461539,1.0,0.11538461538461539,0.0
habari__Grace_022,habari,Grace,Grace_022.mp4,45,45,1.0,0.0,0.0,1.0,0.0,0.0
habari__Grace_023,habari,Grace,Grace_023.mp4,26,26,1.0,0.0,0.19230769230769232,1.0,0.19230769230769232,0.0
habari__Grace_024,habari,Grace,Grace_024.mp4,31,31,1.0,0.0,0.16129032258064516,1.0,0.16129032258064516,0.0
habari__Grace_025,habari,Grace,Grace_025.mp4,26,26,1.0,0.0,0.19230769230769232,1.0,0.19230769230769232,0.0
habari__Grace_026,habari,Grace,Grace_026.mp4,31,31,1.0,0.0,0.0967741935483871,1.0,0.0967741935483871,0.0
habari__Grace_027,habari,Grace,Grace_027.mp4,45,45,1.0,0.0,0.022222222222222223,0.9111111111111111,0.022222222222222223,0.0
habari__Grace_028,habari,Grace,Grace_028.mp4,36,36,1.0,0.027777777777777776,0.027777777777777776,1.0,0.027777777777777776,0.027777777777777776
habari__Grace_029,habari,Grace,Grace_029.mp4,20,20,1.0,0.0,0.2,1.0,0.2,0.0
habari__Grace_030,habari,Grace,Grace_030.mp4,21,21,1.0,0.0,0.09523809523809523,1.0,0.09523809523809523,0.0
habari__Grace_031,habari,Grace,Grace_031.mp4,20,20,1.0,0.0,0.05,1.0,0.05,0.0
