path,label,filename,signer,take,frames,fps,seconds,width,height,readable,clip_id
/Volumes/MacX/Sw/raw_videos/baba/Grace_002.mp4,baba,Grace_002.mp4,Grace,2,23,30.0,0.767,1920,1080,True,baba__Grace_002
/Volumes/MacX/Sw/raw_videos/baba/Grace_003.mp4,baba,Grace_003.mp4,Grace,3,17,30.0,0.567,1920,1080,True,baba__Grace_003
/Volumes/MacX/Sw/raw_videos/baba/Grace_004.mp4,baba,Grace_004.mp4,Grace,4,22,30.0,0.733,1920,1080,True,baba__Grace_004
/Volumes/MacX/Sw/raw_videos/baba/Grace_005.mp4,baba,Grace_005.mp4,Grace,5,25,30.0,0.833,1920,1080,True,baba__Grace_005
/Volumes/MacX/Sw/raw_videos/baba/Grace_006.mp4,baba,Grace_006.mp4,Grace,6,25,30.0,0.833,1920,1080,True,baba__Grace_006
/Volumes/MacX/Sw/raw_videos/baba/Grace_007.mp4,baba,Grace_007.mp4,Grace,7,28,30.0,0.933,1920,1080,True,baba__Grace_007
/Volumes/MacX/Sw/raw_videos/baba/Grace_008.mp4,baba,Grace_008.mp4,Grace,8,19,30.0,0.633,1920,1080,True,baba__Grace_008
/Volumes/MacX/Sw/raw_videos/baba/Grace_009.mp4,baba,Grace_009.mp4,Grace,9,23,30.0,0.767,1920,1080,True,baba__Grace_009
/Volumes/MacX/Sw/raw_videos/baba/Grace_010.mp4,baba,Grace_010.mp4,Grace,10,16,30.0,0.533,1920,1080,True,baba__Grace_010
/Volumes/MacX/Sw/raw_videos/baba/Grace_011.mp4,baba,Grace_011.mp4,Grace,11,31,30.0,1.033,1920,1080,True,baba__Grace_011
/Volumes/MacX/Sw/raw_videos/baba/Grace_012.mp4,baba,Grace_012.mp4,Grace,12,23,30.0,0.767,1920,1080,True,baba__Grace_012
/Volumes/MacX/Sw/raw_videos/baba/Grace_014.mp4,baba,Grace_014.mp4,Grace,14,17,30.0,0.567,1920,1080,True,baba__Grace_014
/Volumes/MacX/Sw/raw_videos/baba/Grace_015.mp4,baba,Grace_015.mp4,Grace,15,22,30.0,0.733,1920,1080,True,baba__Grace_015
/Volumes/MacX/Sw/raw_videos/baba/Grace_016.mp4,baba,Grace_016.mp4,Grace,16,41,30.0,1.367,1920,1080,True,baba__Grace_016
/Volumes/MacX/Sw/raw_videos/baba/Grace_017.mp4,baba,Grace_017.mp4,Grace,17,35,30.0,1.167,1920,1080,True,baba__Grace_017
/Volumes/MacX/Sw/raw_videos/baba/Grace_018.mp4,baba,Grace_018.mp4,Grace,18,26,30.0,0.867,1920,1080,True,baba__Grace_018
/Volumes/MacX/Sw/raw_videos/baba/Grace_019.mp4,baba,Grace_019.mp4,Grace,19,23,30.0,0.767,1920,1080,True,baba__Grace_019
/Volumes/MacX/Sw/raw_videos/baba/Grace_020.mp4,baba,Grace_020.mp4,Grace,20,28,30.0,0.933,1920,1080,True,baba__Grace_020
/Volumes/MacX/Sw/raw_videos/baba/Grace_021.mp4,baba,Grace_021.mp4,Grace,21,21,30.0,0.7,1920,1080,True,baba__Grace_021
/Volumes/MacX/Sw/raw_videos/baba/Grace_022.mp4,baba,Grace_022.mp4,Grace,22,37,30.0,1.233,1920,1080,True,baba__Grace_022
/Volumes/MacX/Sw/raw_videos/baba/Grace_023.mp4,baba,Grace_023.mp4,Grace,23,29,30.0,0.967,1920,1080,True,baba__Grace_023
/Volumes/MacX/Sw/raw_videos/baba/Grace_024.mp4,baba,Grace_024.mp4,Grace,24,33,30.0,1.1,1920,1080,True,baba__Grace_024
/Volumes/MacX/Sw/raw_videos/baba/Grace_025.mp4,baba,Grace_025.mp4,Grace,25,30,30.0,1.0,1920,1080,True,baba__Grace_025
/Volumes/MacX/Sw/raw_videos/baba/Grace_026.mp4,baba,Grace_026.mp4,Grace,26,48,30.0,1.6,1920,1080,True,baba__Grace_026
/Volumes/MacX/Sw/raw_videos/baba/Grace_027.mp4,baba,Grace_027.mp4,Grace,27,37,30.0,1.233,1920,1080,True,baba__Grace_027
/Volumes/MacX/Sw/raw_videos/baba/Grace_028.mp4,baba,Grace_028.mp4,Grace,28,20,30.0,0.667,1920,1080,True,baba__Grace_028
/Volumes/MacX/Sw/raw_videos/baba/Grace_029.mp4,baba,Grace_029.mp4,Grace,29,30,30.0,1.0,1920,1080,True,baba__Grace_029
/Volumes/MacX/Sw/raw_videos/baba/Grace_030.mp4,baba,Grace_030.mp4,Grace,30,30,30.0,1.0,1920,1080,True,baba__Grace_030
/Volumes/MacX/Sw/raw_videos/baba/Grace_031.mp4,baba,Grace_031.mp4,Grace,31,24,30.0,0.8,1920,1080,True,baba__Grace_031
/Volumes/MacX/Sw/raw_videos/baba/Grace_032.mp4,baba,Grace_032.mp4,Grace,32,31,30.0,1.033,1920,1080,True,baba__Grace_032
/Volumes/MacX/Sw/raw_videos/baba/Grace_033.mp4,baba,Grace_033.mp4,Grace,33,34,30.0,1.133,1920,1080,True,baba__Grace_033
/Volumes/MacX/Sw/raw_videos/baba/Grace_034.mp4,baba,Grace_034.mp4,Grace,34,34,30.0,1.133,1920,1080,True,baba__Grace_034
/Volumes/MacX/Sw/raw_videos/baba/Grace_035.mp4,baba,Grace_035.mp4,Grace,35,31,30.0,1.033,1920,1080,True,baba__Grace_035
/Volumes/MacX/Sw/raw_videos/baba/Grace_036.mp4,baba,Grace_036.mp4,Grace,36,36,30.0,1.2,1920,1080,True,baba__Grace_036
/Volumes/MacX/Sw/raw_videos/baba/Grace_037.mp4,baba,Grace_037.mp4,Grace,37,32,30.0,1.067,1920,1080,True,baba__Grace_037
/Volumes/MacX/Sw/raw_videos/baba/Grace_038.mp4,baba,Grace_038.mp4,Grace,38,27,30.0,0.9,1920,1080,True,baba__Grace_038
/Volumes/MacX/Sw/raw_videos/baba/Grace_039.mp4,baba,Grace_039.mp4,Grace,39,21,30.0,0.7,1920,1080,True,baba__Grace_039
/Volumes/MacX/Sw/raw_videos/baba/Grace_040.mp4,baba,Grace_040.mp4,Grace,40,32,30.0,1.067,1920,1080,True,baba__Grace_040
/Volumes/MacX/Sw/raw_videos/baba/Grace_041.mp4,baba,Grace_041.mp4,Grace,41,24,30.0,0.8,1920,1080,True,baba__Grace_041
/Volumes/MacX/Sw/raw_videos/baba/Grace_042.mp4,baba,Grace_042.mp4,Grace,42,33,30.0,1.1,1920,1080,True,baba__Grace_042
/Volumes/MacX/Sw/raw_videos/baba/Grace_043.mp4,baba,Grace_043.mp4,Grace,43,32,30.0,1.067,1920,1080,True,baba__Grace_043
/Volumes/MacX/Sw/raw_videos/baba/Grace_044.mp4,baba,Grace_044.mp4,Grace,44,24,30.0,0.8,1920,1080,True,baba__Grace_044
/Volumes/MacX/Sw/raw_videos/baba/Grace_045.mp4,baba,Grace_045.mp4,Grace,45,29,30.0,0.967,1920,1080,True,baba__Grace_045
/Volumes/MacX/Sw/raw_videos/baba/Grace_046.mp4,baba,Grace_046.mp4,Grace,46,38,30.0,1.267,1920,1080,True,baba__Grace_046
/Volumes/MacX/Sw/raw_videos/baba/Grace_047.mp4,baba,Grace_047.mp4,Grace,47,25,30.0,0.833,1920,1080,True,baba__Grace_047
/Volumes/MacX/Sw/raw_videos/baba/Grace_048.mp4,baba,Grace_048.mp4,Grace,48,33,30.0,1.1,1920,1080,True,baba__Grace_048
/Volumes/MacX/Sw/raw_videos/baba/Grace_049.mp4,baba,Grace_049.mp4,Grace,49,26,30.0,0.867,1920,1080,True,baba__Grace_049
/Volumes/MacX/Sw/raw_videos/baba/Grace_050.mp4,baba,Grace_050.mp4,Grace,50,25,30.0,0.833,1920,1080,True,baba__Grace_050
/Volumes/MacX/Sw/raw_videos/baba/Grace_051.mp4,baba,Grace_051.mp4,Grace,51,24,30.0,0.8,1920,1080,True,baba__Grace_051
/Volumes/MacX/Sw/raw_videos/baba/Grace_052.mp4,baba,Grace_052.mp4,Grace,52,30,30.0,1.0,1920,1080,True,baba__Grace_052
/Volumes/MacX/Sw/raw_videos/baba/Grace_053.mp4,baba,Grace_053.mp4,Grace,53,26,30.0,0.867,1920,1080,True,baba__Grace_053
/Volumes/MacX/Sw/raw_videos/baba/Grace_054.mp4,baba,Grace_054.mp4,Grace,54,34,30.0,1.133,1920,1080,True,baba__Grace_054
/Volumes/MacX/Sw/raw_videos/baba/Grace_055.mp4,baba,Grace_055.mp4,Grace,55,19,30.0,0.633,1920,1080,True,baba__Grace_055
/Volumes/MacX/Sw/raw_videos/baba/Grace_056.mp4,baba,Grace_056.mp4,Grace,56,32,30.0,1.067,1920,1080,True,baba__Grace_056
/Volumes/MacX/Sw/raw_videos/baba/Grace_057.mp4,baba,Grace_057.mp4,Grace,57,29,30.0,0.967,1920,1080,True,baba__Grace_057
/Volumes/MacX/Sw/raw_videos/baba/Grace_058.mp4,baba,Grace_058.mp4,Grace,58,28,30.0,0.933,1920,1080,True,baba__Grace_058
/Volumes/MacX/Sw/raw_videos/baba/Grace_059.mp4,baba,Grace_059.mp4,Grace,59,22,30.0,0.733,1920,1080,True,baba__Grace_059
/Volumes/MacX/Sw/raw_videos/baba/Grace_060.mp4,baba,Grace_060.mp4,Grace,60,32,30.0,1.067,1920,1080,True,baba__Grace_060
/Volumes/MacX/Sw/raw_videos/baba/Grace_061.mp4,baba,Grace_061.mp4,Grace,61,20,30.0,0.667,1920,1080,True,baba__Grace_061
/Volumes/MacX/Sw/raw_videos/habari/Britney_001.mp4,habari,Britney_001.mp4,Britney,1,25,30.0,0.833,1024,680,True,habari__Britney_001
/Volumes/MacX/Sw/raw_videos/habari/Britney_002.mp4,habari,Britney_002.mp4,Britney,2,17,30.0,0.567,1024,680,True,habari__Britney_002
/Volumes/MacX/Sw/raw_videos/habari/Britney_003.mp4,habari,Britney_003.mp4,Britney,3,24,30.0,0.8,1024,680,True,habari__Britney_003
/Volumes/MacX/Sw/raw_videos/habari/Britney_004.mp4,habari,Britney_004.mp4,Britney,4,25,30.0,0.833,1024,680,True,habari__Britney_004
/Volumes/MacX/Sw/raw_videos/habari/Britney_005.mp4,habari,Britney_005.mp4,Britney,5,28,30.0,0.933,1024,680,True,habari__Britney_005
/Volumes/MacX/Sw/raw_videos/habari/Britney_006.mp4,habari,Britney_006.mp4,Britney,6,29,30.0,0.967,1024,680,True,habari__Britney_006
/Volumes/MacX/Sw/raw_videos/habari/Britney_007.mp4,habari,Britney_007.mp4,Britney,7,35,30.0,1.167,1024,680,True,habari__Britney_007
/Volumes/MacX/Sw/raw_videos/habari/Britney_008.mp4,habari,Britney_008.mp4,Britney,8,36,30.0,1.2,1024,680,True,habari__Britney_008
/Volumes/MacX/Sw/raw_videos/habari/Britney_009.mp4,habari,Britney_009.mp4,Britney,9,28,30.0,0.933,1024,680,True,habari__Britney_009
/Volumes/MacX/Sw/raw_videos/habari/Britney_010.mp4,habari,Britney_010.mp4,Britney,10,28,30.0,0.933,1024,680,True,habari__Britney_010
/Volumes/MacX/Sw/raw_videos/habari/Britney_011.mp4,habari,Britney_011.mp4,Britney,11,19,30.0,0.633,1024,680,True,habari__Britney_011
/Volumes/MacX/Sw/raw_videos/habari/Britney_012.mp4,habari,Britney_012.mp4,Britney,12,36,30.0,1.2,1024,680,True,habari__Britney_012
/Volumes/MacX/Sw/raw_videos/habari/Britney_013.mp4,habari,Britney_013.mp4,Britney,13,27,30.0,0.9,1024,680,True,habari__Britney_013
/Volumes/MacX/Sw/raw_videos/habari/Britney_014.mp4,habari,Britney_014.mp4,Britney,14,34,30.0,1.133,1024,680,True,habari__Britney_014
/Volumes/MacX/Sw/raw_videos/habari/Britney_015.mp4,habari,Britney_015.mp4,Britney,15,31,30.0,1.033,1024,680,True,habari__Britney_015
/Volumes/MacX/Sw/raw_videos/habari/Britney_016.mp4,habari,Britney_016.mp4,Britney,16,29,30.0,0.967,1024,680,True,habari__Britney_016
/Volumes/MacX/Sw/raw_videos/habari/Britney_017.mp4,habari,Britney_017.mp4,Britney,17,31,30.0,1.033,1024,680,True,habari__Britney_017
/Volumes/MacX/Sw/raw_videos/habari/Britney_018.mp4,habari,Britney_018.mp4,Britney,18,24,30.0,0.8,1024,680,True,habari__Britney_018
/Volumes/MacX/Sw/raw_videos/habari/Britney_019.mp4,habari,Britney_019.mp4,Britney,19,32,30.0,1.067,1024,680,True,habari__Britney_019
/Volumes/MacX/Sw/raw_videos/habari/Britney_020.mp4,habari,Britney_020.mp4,Britney,20,50,30.0,1.667,1024,680,True,habari__Britney_020
/Volumes/MacX/Sw/raw_videos/habari/Britney_021.mp4,habari,Britney_021.mp4,Britney,21,30,30.0,1.0,1024,680,True,habari__Britney_021
/Volumes/MacX/Sw/raw_videos/habari/Britney_022.mp4,habari,Britney_022.mp4,Britney,22,34,30.0,1.133,1024,680,True,habari__Britney_022
/Volumes/MacX/Sw/raw_videos/habari/Britney_023.mp4,habari,Britney_023.mp4,Britney,23,31,30.0,1.033,1024,680,True,habari__Britney_023
/Volumes/MacX/Sw/raw_videos/habari/Britney_024.mp4,habari,Britney_024.mp4,Britney,24,35,30.0,1.167,1024,680,True,habari__Britney_024
/Volumes/MacX/Sw/raw_videos/habari/Britney_025.mp4,habari,Britney_025.mp4,Britney,25,34,30.0,1.133,1024,680,True,habari__Britney_025
/Volumes/MacX/Sw/raw_videos/habari/Britney_026.mp4,habari,Britney_026.mp4,Britney,26,33,30.0,1.1,1024,680,True,habari__Britney_026
/Volumes/MacX/Sw/raw_videos/habari/Britney_027.mp4,habari,Britney_027.mp4,Britney,27,29,30.0,0.967,1024,680,True,habari__Britney_027
/Volumes/MacX/Sw/raw_videos/habari/Britney_028.mp4,habari,Britney_028.mp4,Britney,28,33,30.0,1.1,1024,680,True,habari__Britney_028
/Volumes/MacX/Sw/raw_videos/habari/Britney_029.mp4,habari,Britney_029.mp4,Britney,29,35,30.0,1.167,1024,680,True,habari__Britney_029
/Volumes/MacX/Sw/raw_videos/habari/Britney_030.mp4,habari,Britney_030.mp4,Britney,30,36,30.0,1.2,1024,680,True,habari__Britney_030
/Volumes/MacX/Sw/raw_videos/habari/Britney_031.mp4,habari,Britney_031.mp4,Britney,31,25,30.0,0.833,1024,680,True,habari__Britney_031
/Volumes/MacX/Sw/raw_videos/habari/Britney_032.mp4,habari,Britney_032.mp4,Britney,32,32,30.0,1.067,1024,680,True,habari__Britney_032
/Volumes/MacX/Sw/raw_videos/habari/Britney_033.mp4,habari,Britney_033.mp4,Britney,33,35,30.0,1.167,1024,680,True,habari__Britney_033
/Volumes/MacX/Sw/raw_videos/habari/Britney_034.mp4,habari,Britney_034.mp4,Britney,34,29,30.0,0.967,1024,680,True,habari__Britney_034
/Volumes/MacX/Sw/raw_videos/habari/Britney_035.mp4,habari,Britney_035.mp4,Britney,35,33,30.0,1.1,1024,680,True,habari__Britney_035
/Volumes/MacX/Sw/raw_videos/habari/Britney_036.mp4,habari,Britney_036.mp4,Britney,36,36,30.0,1.2,1024,680,True,habari__Britney_036
/Volumes/MacX/Sw/raw_videos/habari/Britney_037.mp4,habari,Britney_037.mp4,Britney,37,31,30.0,1.033,1024,680,True,habari__Britney_037
/Volumes/MacX/Sw/raw_videos/habari/Britney_038.mp4,habari,Britney_038.mp4,Britney,38,34,30.0,1.133,1024,680,True,habari__Britney_038
/Volumes/MacX/Sw/raw_videos/habari/Britney_039.mp4,habari,Britney_039.mp4,Britney,39,40,30.0,1.333,1024,680,True,habari__Britney_039
/Volumes/MacX/Sw/raw_videos/habari/Britney_041.mp4,habari,Britney_041.mp4,Britney,41,40,30.0,1.333,1920,1080,True,habari__Britney_041
/Volumes/MacX/Sw/raw_videos/habari/Britney_042.mp4,habari,Britney_042.mp4,Britney,42,28,30.0,0.933,1920,1080,True,habari__Britney_042
/Volumes/MacX/Sw/raw_videos/habari/Britney_043.mp4,habari,Britney_043.mp4,Britney,43,23,30.0,0.767,1920,1080,True,habari__Britney_043
/Volumes/MacX/Sw/raw_videos/habari/Britney_044.mp4,habari,Britney_044.mp4,Britney,44,26,30.0,0.867,1920,1080,True,habari__Britney_044
/Volumes/MacX/Sw/raw_videos/habari/Britney_045.mp4,habari,Britney_045.mp4,Britney,45,16,30.0,0.533,1920,1080,True,habari__Britney_045
/Volumes/MacX/Sw/raw_videos/habari/Britney_046.mp4,habari,Britney_046.mp4,Britney,46,20,30.0,0.667,1920,1080,True,habari__Britney_046
/Volumes/MacX/Sw/raw_videos/habari/Britney_047.mp4,habari,Britney_047.mp4,Britney,47,26,30.0,0.867,1920,1080,True,habari__Britney_047
/Volumes/MacX/Sw/raw_videos/habari/Britney_048.mp4,habari,Britney_048.mp4,Britney,48,25,30.0,0.833,1920,1080,True,habari__Britney_048
/Volumes/MacX/Sw/raw_videos/habari/Britney_049.mp4,habari,Britney_049.mp4,Britney,49,29,30.0,0.967,1920,1080,True,habari__Britney_049
/Volumes/MacX/Sw/raw_videos/habari/Britney_050.mp4,habari,Britney_050.mp4,Britney,50,24,30.0,0.8,1920,1080,True,habari__Britney_050
/Volumes/MacX/Sw/raw_videos/habari/Britney_051.mp4,habari,Britney_051.mp4,Britney,51,28,30.0,0.933,1920,1080,True,habari__Britney_051
/Volumes/MacX/Sw/raw_videos/habari/Britney_052.mp4,habari,Britney_052.mp4,Britney,52,23,30.0,0.767,1920,1080,True,habari__Britney_052
/Volumes/MacX/Sw/raw_videos/habari/Britney_053.mp4,habari,Britney_053.mp4,Britney,53,26,30.0,0.867,1920,1080,True,habari__Britney_053
/Volumes/MacX/Sw/raw_videos/habari/Britney_054.mp4,habari,Britney_054.mp4,Britney,54,26,30.0,0.867,1920,1080,True,habari__Britney_054
/Volumes/MacX/Sw/raw_videos/habari/Britney_055.mp4,habari,Britney_055.mp4,Britney,55,23,30.0,0.767,1920,1080,True,habari__Britney_055
/Volumes/MacX/Sw/raw_videos/habari/Britney_056.mp4,habari,Britney_056.mp4,Britney,56,24,30.0,0.8,1920,1080,True,habari__Britney_056
/Volumes/MacX/Sw/raw_videos/habari/Britney_057.mp4,habari,Britney_057.mp4,Britney,57,17,30.0,0.567,1920,1080,True,habari__Britney_057
